{DEBUG}  CoreLogging  CoreLogging.java  28  Logging Provider: org.jboss.logging.Log4jLoggerProvider  27-Feb-2021 Saturday PST 13:49:52
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.requests), mappingColumn=amount, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  175  MetadataSourceProcessor property amount with lazy=false  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  AbstractPropertyHolder  AbstractPropertyHolder.java  94  Attempting to locate auto-apply AttributeConverter for property [com.app.model.Requests:amount]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  410  building SimpleValue for amount  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [amount]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property amount  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading amount with null  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.Requests.date  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [dates]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [dates]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.requests), mappingColumn=dates, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  175  MetadataSourceProcessor property date with lazy=false  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  AbstractPropertyHolder  AbstractPropertyHolder.java  94  Attempting to locate auto-apply AttributeConverter for property [com.app.model.Requests:date]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  410  building SimpleValue for date  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [dates]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property date  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading date with null  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.Requests.employee  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3JoinColumn{logicalColumnName='email', referencedColumn='', mappedBy=''}  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [employee]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [employee]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.requests), mappingColumn=employee, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property employee  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading employee with none  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.Requests.manager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3JoinColumn{logicalColumnName='manager_id', referencedColumn='', mappedBy=''}  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.requests), mappingColumn=manager, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property manager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading manager with none  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.Requests.reciept  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [reciept]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [reciept]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.requests), mappingColumn=reciept, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  175  MetadataSourceProcessor property reciept with lazy=false  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  AbstractPropertyHolder  AbstractPropertyHolder.java  94  Attempting to locate auto-apply AttributeConverter for property [com.app.model.Requests:reciept]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  410  building SimpleValue for reciept  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [reciept]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property reciept  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading reciept with null  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.Requests.status  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [status]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [status]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.requests), mappingColumn=status, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  175  MetadataSourceProcessor property status with lazy=false  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  AbstractPropertyHolder  AbstractPropertyHolder.java  94  Attempting to locate auto-apply AttributeConverter for property [com.app.model.Requests:status]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  410  building SimpleValue for status  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [status]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property status  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading status with null  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  AnnotationBinder  AnnotationBinder.java  560  Binding entity from annotated class: com.app.model.EmployeeManager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [DTYPE]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  EntityBinder  EntityBinder.java  430  Import with entity name EmployeeManager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  725  Import: EmployeeManager -> com.app.model.EmployeeManager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  725  Import: com.app.model.EmployeeManager -> com.app.model.EmployeeManager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [employee_manager]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [employee_portal]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [employee_manager]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  EntityBinder  EntityBinder.java  873  Bind entity com.app.model.EmployeeManager on table employee_manager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.EmployeeManager.id  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [id]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.employee_manager), mappingColumn=id, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  ClassLoaderAccessImpl  ClassLoaderAccessImpl.java  60  Not known whether passed class name [com.app.model.EmployeeManager] is safe  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  ClassLoaderAccessImpl  ClassLoaderAccessImpl.java  62  No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.app.model.EmployeeManager  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  175  MetadataSourceProcessor property id with lazy=false  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  AbstractPropertyHolder  AbstractPropertyHolder.java  94  Attempting to locate auto-apply AttributeConverter for property [com.app.model.EmployeeManager:id]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  410  building SimpleValue for id  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [id]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property id  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading id with null  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  BinderHelper  BinderHelper.java  643  #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, assigned, , ...)  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  2475  Bind @Id on id  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.EmployeeManager.employee  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3JoinColumn{logicalColumnName='email', referencedColumn='', mappedBy=''}  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [employee]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [employee]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.employee_manager), mappingColumn=employee, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  3209  Fetching employee with JOIN  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property employee  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading employee with none  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AnnotationBinder  AnnotationBinder.java  1662  Processing annotations of com.app.model.EmployeeManager.manager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3JoinColumn{logicalColumnName='manager_id', referencedColumn='', mappedBy=''}  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Ejb3Column  Ejb3Column.java  213  Binding column: Ejb3Column{table=org.hibernate.mapping.Table(employee_portal.employee_manager), mappingColumn=manager, insertable=true, updatable=true, unique=false}  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PropertyBinder  PropertyBinder.java  266  Building property manager  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  PropertyBinder  PropertyBinder.java  329  Cascading manager with none  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for email  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for dob  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for firstName  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for gender  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for lastName  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for password  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for phone  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for salary  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for ssn  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for title  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for managerId  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for requestId  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for amount  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for date  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for reciept  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for status  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SimpleValueBinder  SimpleValueBinder.java  455  Starting fillSimpleValue for id  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [null]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [null]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [null]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [null]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [null]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PrimaryKey  PrimaryKey.java  35  Forcing column [email] to be non-null as it is part of the primary key for table [employees]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PrimaryKey  PrimaryKey.java  35  Forcing column [manager_id] to be non-null as it is part of the primary key for table [managers]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PrimaryKey  PrimaryKey.java  35  Forcing column [request_id] to be non-null as it is part of the primary key for table [requests]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  PrimaryKey  PrimaryKey.java  35  Forcing column [id] to be non-null as it is part of the primary key for table [employee_manager]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Employees  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [FKhvk7ip82mkyjkx5vh41g31jd1]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Managers  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [FKm6sfvko3t6gye31i84aa35hdh]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Employees  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [FK25nb809pm84mcpk6vns5ihw8]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Employees  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [FKlfyvho583oryea1iwgq6qc2yt]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Managers  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [FKb8c8w2q9y8qadr82iokablknk]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Employees  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Managers  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Employees  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Employees  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [email]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  InFlightMetadataCollectorImpl  InFlightMetadataCollectorImpl.java  1869  Resolving reference to class: com.app.model.Managers  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [manager_id]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [null]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [null]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  NormalizingIdentifierHelperImpl  NormalizingIdentifierHelperImpl.java  59  Normalizing identifier quoting [requests_request_id_seq]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AbstractServiceRegistryImpl  AbstractServiceRegistryImpl.java  233  Initializing service [role=org.hibernate.boot.spi.SessionFactoryBuilderService]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  BatchFetchStyle  BatchFetchStyle.java  51  Interpreting BatchFetchStyle from setting : null  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AbstractServiceRegistryImpl  AbstractServiceRegistryImpl.java  233  Initializing service [role=org.hibernate.resource.transaction.spi.TransactionCoordinatorBuilder]  27-Feb-2021 Saturday PST 13:50:08
{TRACE}  AbstractServiceRegistryImpl  AbstractServiceRegistryImpl.java  233  Initializing service [role=org.hibernate.bytecode.spi.BytecodeProvider]  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  SessionFactoryImpl  SessionFactoryImpl.java  204  Building session factory  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Settings  Settings.java  68  SessionFactory name : null  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Settings  Settings.java  69  Automatic flush during beforeCompletion(): enabled  27-Feb-2021 Saturday PST 13:50:08
{DEBUG}  Settings  Settings.java  70  Automatic session close at end of transaction: disabled  27-Feb-2021 Saturday PST 13:50:08
